,mgrs_tile,base_url,sensing_time,cloud_cover
2686559,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180526T181921_N0206_R127_T11SPB_20180526T233525.SAFE,2018-05-26 18:29:39.38 UTC,5.8769
2686764,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180529T182921_N0206_R027_T11SPB_20180529T220757.SAFE,2018-05-29 18:42:06.91 UTC,4.5135
2687341,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220108T174719_N0301_R098_T13TDE_20220108T195044.SAFE,2022-01-08 17:52:55.111 UTC,62.3088
2688050,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220129T025951_N0400_R032_T50RKQ_20220129T044921.SAFE,2022-01-29 03:10:32.342 UTC,99.9999701394488
2689517,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211214T174741_N0301_R098_T13TDE_20211214T195221.SAFE,2021-12-14 17:52:58.884 UTC,46.9998
2692331,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20191201T030101_N0208_R032_T50RKQ_20191201T044658.SAFE,2019-12-01 03:10:31.148 UTC,99.9732
2693103,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191220T183751_N0208_R027_T11SPB_20191220T201848.SAFE,2019-12-20 18:43:48.39 UTC,93.6567
2693607,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191217T182751_N0208_R127_T11SPB_20191217T200726.SAFE,2019-12-17 18:33:52.512 UTC,86.632
2697987,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230910T173909_N0509_R098_T13TDE_20230910T223231.SAFE,2023-09-10 17:53:02.856 UTC,94.82364627642
2698980,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230905T182919_N0509_R027_T11SPB_20230905T221031.SAFE,2023-09-05 18:43:58.962 UTC,0.180328211652603
2700055,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200819T174909_N0209_R141_T13TDE_20200819T201116.SAFE,2020-08-19 18:02:59.004 UTC,19.3636
2700183,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200818T181919_N0209_R127_T11SPB_20200818T222349.SAFE,2020-08-18 18:34:01.9 UTC,12.9713
2701862,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190315T183121_N0207_R027_T11SPB_20190315T220351.SAFE,2019-03-15 18:43:50 UTC,86.726
2701900,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190330T173921_N0207_R098_T13TDE_20190330T211906.SAFE,2019-03-30 17:52:59 UTC,64.9862
2704619,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20231010T174149_N0509_R098_T13TDE_20231010T211836.SAFE,2023-10-10 17:53:00.75 UTC,0.193961852187036
2705410,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20231031T025831_N0509_R032_T50RKQ_20231031T044706.SAFE,2023-10-31 03:10:31.52 UTC,1.79539550300099
2706620,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230410T181921_N0509_R127_T11SPB_20230410T231937.SAFE,2023-04-10 18:33:58.514 UTC,0.0109886828510854
2707237,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20200703T025549_N0209_R032_T50RKQ_20200703T063157.SAFE,2020-07-03 03:10:34.462 UTC,98.021
2707597,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200714T181931_N0209_R127_T11SPB_20200715T011910.SAFE,2020-07-14 18:34:02.94 UTC,1.2659
2708481,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200727T182921_N0209_R027_T11SPB_20200727T221829.SAFE,2020-07-27 18:43:59.997 UTC,23.2521
2710753,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200104T183749_N0208_R027_T11SPB_20200104T201633.SAFE,2020-01-04 18:43:49.282 UTC,93.0589
2712119,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20231207T175721_N0509_R141_T13TDE_20231207T195103.SAFE,2023-12-07 18:02:49.562 UTC,30.470303681806
2713184,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20231204T174711_N0509_R098_T13TDE_20231204T231833.SAFE,2023-12-04 17:52:52.234 UTC,22.2643914805073
2713722,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20221125T030031_N0400_R032_T50RKQ_20221125T045017.SAFE,2022-11-25 03:10:31.398 UTC,99.6048553256293
2714749,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20221114T174609_N0400_R098_T13TDE_20221114T194723.SAFE,2022-11-14 17:52:58.748 UTC,6.09757938909221
2716605,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210622T173909_N0300_R098_T13TDE_20210622T205751.SAFE,2021-06-22 17:52:59.695 UTC,0.7372
2718253,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190903T181929_N0208_R127_T11SPB_20190903T215420.SAFE,2019-09-03 18:34:01.167 UTC,5.7459
2720811,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20210104T030121_N0209_R032_T50RKQ_20210104T051818.SAFE,2021-01-04 03:10:32.634 UTC,0.1919
2725805,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20181207T182739_N0207_R127_T11SPB_20181207T214935.SAFE,2018-12-07 18:33:52.73 UTC,69.1092
2726195,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20181231T030129_N0207_R032_T50RKQ_20181231T055120.SAFE,2018-12-31 03:10:29.53 UTC,98.7968
2727829,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20181012T025639_N0206_R032_T50RKQ_20181012T063553.SAFE,2018-10-12 03:06:40.56 UTC,18.8246
2729083,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20181031T174451_N0206_R098_T13TDE_20181031T211517.SAFE,2018-10-31 17:44:55.68 UTC,8.7027
2729151,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230722T182921_N0509_R027_T11SPB_20230722T221558.SAFE,2023-07-22 18:43:58.722 UTC,12.2844219864637
2731405,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20230720T174911_N0509_R141_T13TDE_20230720T224834.SAFE,2023-07-20 18:02:59.32 UTC,43.4235121980352
2733061,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20230418T173901_N0509_R098_T13TDE_20230418T224035.SAFE,2023-04-18 17:52:58.02 UTC,31.4412251129063
2734070,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230403T173909_N0509_R098_T13TDE_20230403T211922.SAFE,2023-04-03 17:53:02.378 UTC,41.49798903995
2734271,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230430T181921_N0509_R127_T11SPB_20230430T232123.SAFE,2023-04-30 18:33:58.706 UTC,0.958493833796172
2737007,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200704T181931_N0209_R127_T11SPB_20200704T215803.SAFE,2020-07-04 18:34:02.999 UTC,1.683
2738850,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200322T174919_N0209_R141_T13TDE_20200322T210819.SAFE,2020-03-22 18:02:53.394 UTC,58.6227
2739863,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220302T175239_N0400_R141_T13TDE_20220302T213830.SAFE,2022-03-02 18:02:52.353 UTC,31.5472543223148
2740814,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20220305T025609_N0400_R032_T50RKQ_20220305T045046.SAFE,2022-03-05 03:10:29.509 UTC,86.8650004479083
2742866,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191230T183751_N0208_R027_T11SPB_20191230T202035.SAFE,2019-12-30 18:43:49.078 UTC,43.8401
2743671,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20191213T175729_N0208_R141_T13TDE_20191213T194528.SAFE,2019-12-13 18:02:49.965 UTC,65.4287
2744707,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200225T182331_N0209_R127_T11SPB_20200225T215801.SAFE,2020-02-25 18:33:53.338 UTC,2.1447
2745795,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20200214T025819_N0209_R032_T50RKQ_20200214T054427.SAFE,2020-02-14 03:10:27.672 UTC,89.7642
2749172,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190422T174911_N0207_R141_T13TDE_20190422T225812.SAFE,2019-04-22 18:02:58 UTC,77.4947
2751506,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20230315T025521_N0509_R032_T50RKQ_20230315T053423.SAFE,2023-03-15 03:10:29.346 UTC,23.0371763862761
2753991,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190730T181931_N0208_R127_T11SPB_20190730T215420.SAFE,2019-07-30 18:34:03.056 UTC,16.6834
2754389,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190718T173911_N0208_R098_T13TDE_20190718T212137.SAFE,2019-07-18 17:53:04.238 UTC,60.116
2757566,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230106T175729_N0509_R141_T13TDE_20230106T194425.SAFE,2023-01-06 18:02:53.01 UTC,89.112813162531
2758774,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20230109T030109_N0509_R032_T50RKQ_20230109T044650.SAFE,2023-01-09 03:10:28.994 UTC,99.4482964555526
2760054,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20211031T025841_N0301_R032_T50RKQ_20211031T044433.SAFE,2021-10-31 03:10:39.409 UTC,99.9313
2760411,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211018T175341_N0301_R141_T13TDE_20211018T200650.SAFE,2021-10-18 18:03:00.344 UTC,2.3263
2760679,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20211017T182351_N0301_R127_T11SPB_20211017T202904.SAFE,2021-10-17 18:34:03.786 UTC,6.5178
2761022,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211028T175451_N0301_R141_T13TDE_20211028T200219.SAFE,2021-10-28 18:03:00.265 UTC,38.8267
2762026,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190119T183709_N0207_R027_T11SPB_20190119T202748.SAFE,2019-01-19 18:43:54 UTC,93.5065
2762508,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190124T174629_N0207_R098_T13TDE_20190124T211149.SAFE,2019-01-24 17:52:59 UTC,81.1315
2763088,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230612T173909_N0509_R098_T13TDE_20230612T210623.SAFE,2023-06-12 17:53:04.13 UTC,96.8504557818555
2763224,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230604T181919_N0509_R127_T11SPB_20230604T202003.SAFE,2023-06-04 18:34:02.701 UTC,0.441667413180447
2763606,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230629T181921_N0509_R127_T11SPB_20230629T233748.SAFE,2023-06-29 18:34:02.639 UTC,1.75263519364567
2764503,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230622T182921_N0509_R027_T11SPB_20230622T232427.SAFE,2023-06-22 18:43:57.923 UTC,3.2036918177165
2766944,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220410T181909_N0400_R127_T11SPB_20220410T203556.SAFE,2022-04-10 18:33:55.076 UTC,11.4494012959479
2767734,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200727T173909_N0209_R098_T13TDE_20200727T211857.SAFE,2020-07-27 17:53:01.648 UTC,0.4571
2767788,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20200723T025549_N0209_R032_T50RKQ_20200723T055401.SAFE,2020-07-23 03:10:34.25 UTC,13.956
2769808,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220503T182909_N0400_R027_T11SPB_20220503T215523.SAFE,2022-05-03 18:43:49.326 UTC,1.08716604752667
2772444,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20231116T182631_N0509_R127_T11SPB_20231116T201944.SAFE,2023-11-16 18:33:49.277 UTC,21.6697910500121
2772885,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20231114T174611_N0509_R098_T13TDE_20231114T211815.SAFE,2023-11-14 17:52:57.871 UTC,3.77723079754319
2773348,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20231105T025909_N0509_R032_T50RKQ_20231105T044744.SAFE,2023-11-05 03:10:35.014 UTC,20.8073994445937
2773629,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20231116T182631_N0509_R127_T11SPB_20231116T202607.SAFE,2023-11-16 18:33:56.57 UTC,45.4935135686576
2773733,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20231127T175701_N0509_R141_T13TDE_20231127T200024.SAFE,2023-11-27 18:02:48.408 UTC,0.174057153095046
2775983,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210418T182909_N0300_R027_T11SPB_20210418T220127.SAFE,2021-04-18 18:43:49.453 UTC,0.1093
2779368,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20230819T174911_N0509_R141_T13TDE_20230819T224312.SAFE,2023-08-19 18:03:01.578 UTC,15.5214548060557
2780430,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20200509T025551_N0209_R032_T50RKQ_20200509T055732.SAFE,2020-05-09 03:10:36.529 UTC,45.3136
2781644,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200515T181931_N0209_R127_T11SPB_20200515T233428.SAFE,2020-05-15 18:34:03.461 UTC,2.4931
2784896,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190124T183641_N0207_R027_T11SPB_20190124T202241.SAFE,2019-01-24 18:43:51 UTC,0.1977
2785427,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20181105T174519_N0206_R098_T13TDE_20181105T212355.SAFE,2018-11-05 17:51:44.5 UTC,8.9362
2786507,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20181125T183701_N0207_R027_T11SPB_20181125T215648.SAFE,2018-11-25 18:43:46.44 UTC,99.8034
2787934,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20190515T025551_N0207_R032_T50RKQ_20190515T055305.SAFE,2019-05-15 03:10:35 UTC,33.9756
2788714,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190521T181921_N0207_R127_T11SPB_20190521T232418.SAFE,2019-05-21 18:34:01 UTC,59.6924
2788944,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190519T173911_N0207_R098_T13TDE_20190519T212212.SAFE,2019-05-19 17:53:02 UTC,99.8804
2793417,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20210822T025551_N0301_R032_T50RKQ_20210822T053713.SAFE,2021-08-22 03:10:34.422 UTC,23.8704
2795054,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20210613T025551_N0300_R032_T50RKQ_20210613T054907.SAFE,2021-06-13 03:10:32.732 UTC,82.8414
2796386,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20191029T175451_N0208_R141_T13TDE_20191029T212400.SAFE,2019-10-29 18:02:58.707 UTC,98.9029
2796598,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191021T183411_N0208_R027_T11SPB_20191021T202932.SAFE,2019-10-21 18:43:57.617 UTC,60.1348
2798766,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20201212T175731_N0209_R141_T13TDE_20201212T195830.SAFE,2020-12-12 18:02:52.311 UTC,96.2231
2800781,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20181213T175731_N0207_R141_T13TDE_20181213T194849.SAFE,2018-12-13 18:02:47 UTC,23.0591
2803411,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20201115T030001_N0209_R032_T50RKQ_20201115T050621.SAFE,2020-11-15 03:10:35.64 UTC,0.0624
2803508,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20201114T183631_N0209_R027_T11SPB_20201114T203106.SAFE,2020-11-14 18:43:57.841 UTC,1.515
2804731,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230123T174629_N0509_R098_T13TDE_20230123T194425.SAFE,2023-01-23 17:52:57.12 UTC,40.3745884972889
2805384,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20230322T175021_N0509_R141_T13TDE_20230322T224845.SAFE,2023-03-22 18:02:54.039 UTC,95.2688644032369
2806149,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230324T183021_N0509_R027_T11SPB_20230324T221405.SAFE,2023-03-24 18:43:52.912 UTC,17.5183293023236
2809468,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20230223T025721_N0509_R032_T50RKQ_20230223T051703.SAFE,2023-02-23 03:10:29.729 UTC,94.1630087491415
2809955,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230219T182411_N0509_R127_T11SPB_20230219T214400.SAFE,2023-02-19 18:33:55.493 UTC,0.0163038609692735
2811070,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190807T173911_N0208_R098_T13TDE_20190807T212139.SAFE,2019-08-07 17:53:03.138 UTC,17.1548
2811563,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190827T173901_N0208_R098_T13TDE_20190827T224818.SAFE,2019-08-27 17:53:00.418 UTC,0.093
2821968,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20231025T183439_N0509_R027_T11SPB_20231025T202307.SAFE,2023-10-25 18:43:55.003 UTC,0.0
2822240,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20231030T174449_N0509_R098_T13TDE_20231030T194600.SAFE,2023-10-30 17:53:01.276 UTC,0.0
2824493,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20210503T182921_N0300_R027_T11SPB_20210503T220935.SAFE,2021-05-03 18:43:52.535 UTC,0.0
2825581,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20181016T174319_N0206_R098_T13TDE_20181016T211820.SAFE,2018-10-16 17:49:16.23 UTC,0.0
2827580,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180921T174021_N0206_R098_T13TDE_20180921T224045.SAFE,2018-09-21 17:52:36.45 UTC,0.0
2827920,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211005T174211_N0301_R098_T13TDE_20211005T213248.SAFE,2021-10-05 17:53:04.035 UTC,0.0
2829790,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160713T175302_N0204_R098_T13TDE_20160713T175258.SAFE,2016-07-13 17:52:58.463 UTC,0.0
2831895,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210821T173859_N0301_R098_T13TDE_20210821T205321.SAFE,2021-08-21 17:52:58.14 UTC,0.0
2832857,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20210930T183151_N0301_R027_T11SPB_20210930T204352.SAFE,2021-09-30 18:43:58.736 UTC,0.0
2834986,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20221204T174719_N0400_R098_T13TDE_20221204T195513.SAFE,2022-12-04 17:52:56.504 UTC,0.0
2835879,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171021T174339_N0205_R098_T13TDE_20171021T174340.SAFE,2017-10-21 17:43:40.46 UTC,0.0
2836313,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230826T182919_N0509_R027_T11SPB_20230826T215802.SAFE,2023-08-26 18:43:58.694 UTC,0.0
2837556,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210722T173909_N0301_R098_T13TDE_20210722T205458.SAFE,2021-07-22 17:53:01.136 UTC,0.0
2838371,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200124T183639_N0208_R027_T11SPB_20200124T202842.SAFE,2020-01-24 18:43:47.4 UTC,0.0
2839498,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180812T173901_N0206_R098_T13TDE_20180812T224217.SAFE,2018-08-12 17:51:11.23 UTC,0.0
2841352,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210218T025749_N0209_R032_T50RKQ_20210218T051052.SAFE,2021-02-18 03:10:29.885 UTC,0.0
2841482,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210905T173901_N0301_R098_T13TDE_20210905T213302.SAFE,2021-09-05 17:52:59.739 UTC,0.0
2842069,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230722T173909_N0509_R098_T13TDE_20230722T210737.SAFE,2023-07-22 17:53:05.07 UTC,0.0
2843903,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220811T173921_N0400_R098_T13TDE_20220811T224034.SAFE,2022-08-11 17:53:11.16 UTC,0.0
2846528,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220925T174059_N0400_R098_T13TDE_20220925T212025.SAFE,2022-09-25 17:52:59.664 UTC,0.0
2847900,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220207T174509_N0400_R098_T13TDE_20220207T195442.SAFE,2022-02-07 17:52:53.473 UTC,0.0
2850286,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20191211T030121_N0208_R032_T50RKQ_20191211T055310.SAFE,2019-12-11 03:10:28.483 UTC,0.0
2850561,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220615T174921_N0400_R141_T13TDE_20220615T224834.SAFE,2022-06-15 18:03:06.327 UTC,0.0
2852457,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20231005T183129_N0509_R027_T11SPB_20231005T221216.SAFE,2023-10-05 18:43:54.112 UTC,0.0
2856270,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210401T174901_N0300_R141_T13TDE_20210401T222121.SAFE,2021-04-01 18:02:52.52 UTC,0.0
2857497,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220324T182919_N0400_R027_T11SPB_20220324T214111.SAFE,2022-03-24 18:43:51.939 UTC,0.0
2858635,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190723T173909_N0208_R098_T13TDE_20190723T210946.SAFE,2019-07-23 17:53:07.574 UTC,0.0
2860583,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211015T174321_N0301_R098_T13TDE_20211015T213101.SAFE,2021-10-15 17:53:04.493 UTC,0.0
2861366,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20220404T025539_N0400_R032_T50RKQ_20220404T053544.SAFE,2022-04-04 03:10:28.977 UTC,0.0
2861609,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220418T173859_N0400_R098_T13TDE_20220418T205558.SAFE,2022-04-18 17:52:54.703 UTC,0.0
2862971,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180104T175251_N0206_R098_T13TDE_20180104T191930.SAFE,2018-01-04 17:52:47.46 UTC,0.0
2864505,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20181120T174631_N0207_R098_T13TDE_20181120T211616.SAFE,2018-11-20 17:52:52.36 UTC,0.0
2865177,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210816T173911_N0301_R098_T13TDE_20210816T225331.SAFE,2021-08-16 17:53:02.961 UTC,0.0
2869828,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20190505T025551_N0207_R032_T50RKQ_20190505T063205.SAFE,2019-05-05 03:10:38 UTC,100.0
2871695,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20190306T025601_N0207_R032_T50RKQ_20190306T063210.SAFE,2019-03-06 03:10:26 UTC,100.0
2871895,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20150818T174246_N0204_R098_T13TDE_20150818T174249.SAFE,2015-08-18 17:42:49 UTC,100.0
2872122,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20150902T184336_N0204_R027_T11SPB_20150902T184330.SAFE,2015-09-02 18:43:30 UTC,100.0
