,mgrs_tile,base_url,sensing_time,cloud_cover
0,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170901T182921_N0205_R027_T11SPB_20170901T183959.SAFE,2017-09-01 18:39:59.64 UTC,1.0863
1,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20170902T025541_N0205_R032_T50RKQ_20170902T030445.SAFE,2017-09-02 03:04:45.62 UTC,84.0477
204,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20151208T183312_N0204_R127_T11SPB_20151208T183309.SAFE,2015-12-08 18:33:09 UTC,99.9274
713,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20151218T183704_N0201_R127_T11SPB_20151219T000747.SAFE,2015-12-18 18:37:04.838 UTC,1.0
1638,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20161006T184332_N0204_R027_T11SPB_20161006T184326.SAFE,2016-10-06 18:43:26 UTC,4.3696
1808,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161011T174242_N0204_R098_T13TDE_20161011T174350.SAFE,2016-10-11 17:43:50.4 UTC,12.748
3348,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170911T184331_N0205_R027_T11SPB_20170911T184328.SAFE,2017-09-11 18:43:28.46 UTC,15.9238
3728,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20170922T025541_N0205_R032_T50RKQ_20170922T030440.SAFE,2017-09-22 03:04:40.63 UTC,84.1615
4798,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210302T175241_N0209_R141_T13TDE_20210302T213927.SAFE,2021-03-02 18:02:55.35 UTC,47.3763
7123,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220720T174909_N0400_R141_T13TDE_20220720T211504.SAFE,2022-07-20 18:03:00.43 UTC,31.7195795634387
7215,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220730T174909_N0400_R141_T13TDE_20220730T211159.SAFE,2022-07-30 18:03:00.359 UTC,14.3229120009555
8042,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220722T182919_N0400_R027_T11SPB_20220722T215530.SAFE,2022-07-22 18:43:59.404 UTC,2.01371240435699
9254,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200910T173911_N0209_R098_T13TDE_20200910T213721.SAFE,2020-09-10 17:53:02.791 UTC,81.1126
10229,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220718T025541_N0400_R032_T50RKQ_20220718T053431.SAFE,2022-07-18 03:10:44.24 UTC,99.998805577951
10561,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220728T025531_N0400_R032_T50RKQ_20220728T052443.SAFE,2022-07-28 03:10:41.702 UTC,95.9124787243573
11038,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220722T173911_N0400_R098_T13TDE_20220722T224347.SAFE,2022-07-22 17:53:10.09 UTC,1.2441092869195
11798,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210309T174141_N0209_R098_T13TDE_20210309T212919.SAFE,2021-03-09 17:52:58.83 UTC,73.5797
14392,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210317T174959_N0209_R141_T13TDE_20210317T214314.SAFE,2021-03-17 18:02:54.763 UTC,88.9867
16820,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200908T174909_N0209_R141_T13TDE_20200908T212100.SAFE,2020-09-08 18:02:58.037 UTC,96.1604
17138,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200920T174031_N0209_R098_T13TDE_20200920T214536.SAFE,2020-09-20 17:53:04.015 UTC,41.6549
17880,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20200921T025549_N0209_R032_T50RKQ_20200921T055005.SAFE,2020-09-21 03:10:34.328 UTC,98.067
23072,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20151019T183002_N0204_R127_T11SPB_20151019T183003.SAFE,2015-10-19 18:30:03 UTC,10.7323
23332,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20221201T182731_N0400_R127_T11SPB_20221201T201953.SAFE,2022-12-01 18:33:58.603 UTC,65.3483233300487
23623,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20221211T182751_N0509_R127_T11SPB_20221211T202011.SAFE,2022-12-11 18:33:58.64 UTC,96.4400549434143
24767,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20161202T182732_N0204_R127_T11SPB_20161202T182728.SAFE,2016-12-02 18:27:28.46 UTC,6.6766
26579,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220130T182609_N0400_R127_T11SPB_20220130T200110.SAFE,2022-01-30 18:33:52.456 UTC,6.40028068918152
28955,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160130T183614_N0201_R027_T11SPB_20160131T025349.SAFE,2016-01-30 18:36:14.459 UTC,73.7694
29537,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160308T175242_N0201_R141_T13TDE_20160308T180220.SAFE,2016-03-08 18:02:20.706 UTC,86.3438
33268,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20171012T025641_N0205_R032_T50RKQ_20171012T030305.SAFE,2017-10-12 03:03:05.489 UTC,99.843
33602,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20171019T175341_N0205_R141_T13TDE_20171019T175758.SAFE,2017-10-19 17:57:58.82 UTC,97.1674
34256,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180407T174911_N0206_R141_T13TDE_20180407T213255.SAFE,2018-04-07 17:59:56.86 UTC,64.3975
34538,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180406T181921_N0206_R127_T11SPB_20180406T215247.SAFE,2018-04-06 18:22:24.45 UTC,23.8433
36676,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160802T175302_N0204_R098_T13TDE_20160802T175258.SAFE,2016-08-02 17:52:58.456 UTC,1.5481
36894,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160805T174912_N0204_R141_T13TDE_20160805T175841.SAFE,2016-08-05 17:58:41.484 UTC,96.5882
37330,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160429T183252_N0201_R027_T11SPB_20160429T184037.SAFE,2016-04-29 18:40:37 UTC,91.5322
39316,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160407T175242_N0201_R141_T13TDE_20160407T175256.SAFE,2016-04-07 17:52:56.288 UTC,5.4069
40602,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20171226T030119_N0206_R032_T50RKQ_20171226T081959.SAFE,2017-12-26 03:10:19.63 UTC,0.9155
40696,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190302T182251_N0207_R127_T11SPB_20190302T215554.SAFE,2019-03-02 18:33:45 UTC,99.9632
42454,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20201130T030059_N0209_R032_T50RKQ_20201130T050631.SAFE,2020-11-30 03:10:31.733 UTC,99.8697
44075,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20150808T175236_N0204_R098_T13TDE_20150808T175232.SAFE,2015-08-08 17:52:32 UTC,53.2938
46221,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20170725T183309_N0205_R127_T11SPB_20170725T183309.SAFE,2017-07-25 18:33:09.46 UTC,31.4353
46523,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20150907T174256_N0204_R098_T13TDE_20150907T174251.SAFE,2015-09-07 17:42:51 UTC,75.1069
48117,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160130T183612_N0201_R027_T11SPB_20160130T183614.SAFE,2016-01-30 18:36:14.459 UTC,73.7694
48607,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230225T175319_N0509_R141_T13TDE_20230225T210930.SAFE,2023-02-25 18:02:56.042 UTC,21.042192958882
48889,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220331T181909_N0400_R127_T11SPB_20220331T221800.SAFE,2022-03-31 18:33:54.775 UTC,7.76428080862373
51793,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180525T025539_N0206_R032_T50RKQ_20180525T054408.SAFE,2018-05-25 02:59:14.32 UTC,0.4499
52528,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170805T174909_N0205_R141_T13TDE_20170805T175221.SAFE,2017-08-05 17:52:21.28 UTC,57.387
53552,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170830T180251_N0205_R141_T13TDE_20170830T180251.SAFE,2017-08-30 18:02:51.46 UTC,23.0069
54715,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180517T175051_N0206_R141_T13TDE_20180517T212632.SAFE,2018-05-17 18:02:43.41 UTC,14.8858
54842,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180520T025551_N0206_R032_T50RKQ_20180520T055054.SAFE,2018-05-20 03:01:36.41 UTC,14.6534
55230,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210823T181919_N0301_R127_T11SPB_20210823T204221.SAFE,2021-08-23 18:33:57.019 UTC,0.0258
56413,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220829T174909_N0400_R141_T13TDE_20220829T210953.SAFE,2022-08-29 18:02:56.136 UTC,1.59091044820687
58886,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180424T182919_N0206_R027_T11SPB_20180424T220324.SAFE,2018-04-24 18:43:01.64 UTC,1.5254
59702,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200309T183151_N0209_R027_T11SPB_20200309T221723.SAFE,2020-03-09 18:43:50.422 UTC,98.8176
60188,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200304T174211_N0209_R098_T13TDE_20200304T211625.SAFE,2020-03-04 17:52:54.885 UTC,45.5178
65088,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220506T174911_N0400_R141_T13TDE_20220506T230030.SAFE,2022-05-06 18:02:59.973 UTC,10.4047896324166
65364,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220513T173911_N0400_R098_T13TDE_20220513T223959.SAFE,2022-05-13 17:53:02.955 UTC,3.40650810105759
65486,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200223T183349_N0209_R027_T11SPB_20200223T202931.SAFE,2020-02-23 18:43:51.179 UTC,1.566
66673,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230801T182921_N0509_R027_T11SPB_20230801T232608.SAFE,2023-08-01 18:43:59.667 UTC,93.065015714668
67422,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230209T182521_N0509_R127_T11SPB_20230209T202442.SAFE,2023-02-09 18:33:57.086 UTC,1.30741437486936
68585,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230326T181919_N0509_R127_T11SPB_20230326T213849.SAFE,2023-03-26 18:34:01.262 UTC,38.8505180805638
69557,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20231124T183709_N0509_R027_T11SPB_20231124T200224.SAFE,2023-11-24 18:43:49.689 UTC,0.470403080498934
69629,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20231125T030029_N0509_R032_T50RKQ_20231125T044806.SAFE,2023-11-25 03:10:27.713 UTC,29.07088894861
70552,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180311T025541_N0206_R032_T50RKQ_20180311T072620.SAFE,2018-03-11 02:58:44.46 UTC,35.3157
73077,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200829T174909_N0209_R141_T13TDE_20200829T201246.SAFE,2020-08-29 18:02:58.732 UTC,99.9736
78965,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20190209T025859_N0207_R032_T50RKQ_20190209T054206.SAFE,2019-02-09 03:10:32 UTC,99.5879
80740,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170817T175301_N0205_R098_T13TDE_20170817T175256.SAFE,2017-08-17 17:52:56.46 UTC,7.6869
82537,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20230108T174721_N0509_R098_T13TDE_20230108T194450.SAFE,2023-01-08 17:52:57.672 UTC,37.4386342340385
83075,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20181029T175439_N0206_R141_T13TDE_20181029T211616.SAFE,2018-10-29 17:56:27.09 UTC,31.0721
83388,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20181021T183409_N0206_R027_T11SPB_20181021T215801.SAFE,2018-10-21 18:41:58.47 UTC,40.6442
84064,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170404T184331_N0204_R027_T11SPB_20170404T184327.SAFE,2017-04-04 18:43:27.46 UTC,14.1874
84204,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170409T173901_N0204_R098_T13TDE_20170409T174740.SAFE,2017-04-09 17:47:40.98 UTC,12.5047
84547,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170419T175301_N0204_R098_T13TDE_20170419T175255.SAFE,2017-04-19 17:52:55.46 UTC,13.9348
84665,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170422T174911_N0204_R141_T13TDE_20170422T180044.SAFE,2017-04-22 18:00:44.76 UTC,49.711
86000,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20181013T182311_N0206_R127_T11SPB_20181013T215352.SAFE,2018-10-13 18:33:07.74 UTC,0.9526
87204,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190611T174911_N0207_R141_T13TDE_20190611T225328.SAFE,2019-06-11 18:02:58 UTC,31.6083
88496,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180922T025539_N0206_R032_T50RKQ_20180922T063533.SAFE,2018-09-22 03:06:37.68 UTC,94.2714
89742,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190827T182919_N0208_R027_T11SPB_20190827T221945.SAFE,2019-08-27 18:43:58.619 UTC,2.1429
91690,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160904T180252_N0204_R141_T13TDE_20160904T180250.SAFE,2016-09-04 18:02:50.46 UTC,19.6788
92166,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20221124T174649_N0400_R098_T13TDE_20221124T195050.SAFE,2022-11-24 17:52:58.48 UTC,36.1243105053284
93259,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220629T181919_N0400_R127_T11SPB_20220629T202429.SAFE,2022-06-29 18:34:03.501 UTC,19.5695302935292
94375,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220905T182931_N0400_R027_T11SPB_20220905T232838.SAFE,2022-09-05 18:44:06.028 UTC,0.563163978642594
96624,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180908T181909_N0206_R127_T11SPB_20180908T232134.SAFE,2018-09-08 18:32:10.73 UTC,0.8392
96709,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180909T174859_N0206_R141_T13TDE_20180909T214825.SAFE,2018-09-09 17:53:18.22 UTC,4.8007
96864,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180911T183019_N0206_R027_T11SPB_20180911T222528.SAFE,2018-09-11 18:36:04.81 UTC,0.6308
96878,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180912T025539_N0206_R032_T50RKQ_20180912T082237.SAFE,2018-09-12 03:03:10.04 UTC,27.6793
97361,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180923T182051_N0206_R127_T11SPB_20180923T221729.SAFE,2018-09-23 18:26:42.42 UTC,15.4584
97607,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180927T025641_N0206_R032_T50RKQ_20180927T055716.SAFE,2018-09-27 03:02:31.42 UTC,98.5054
98645,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230518T182919_N0509_R027_T11SPB_20230518T232038.SAFE,2023-05-18 18:43:59.151 UTC,3.4103317287729
99102,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230516T174909_N0509_R141_T13TDE_20230516T210607.SAFE,2023-05-16 18:02:59.849 UTC,32.6614709307534
100572,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20231110T025931_N0509_R032_T50RKQ_20231110T044952.SAFE,2023-11-10 03:10:31.602 UTC,99.6248917555018
101840,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170621T175251_N0205_R141_T13TDE_20170621T175503.SAFE,2017-06-21 17:55:03.55 UTC,1.8332
102142,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170628T173901_N0205_R098_T13TDE_20170628T174712.SAFE,2017-06-28 17:47:12.12 UTC,25.5893
102491,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20181125T174649_N0207_R098_T13TDE_20181125T211047.SAFE,2018-11-25 17:52:55.42 UTC,4.3968
103514,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170511T181921_N0205_R127_T11SPB_20170511T182940.SAFE,2017-05-11 18:29:40.38 UTC,1.2518
106695,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190924T175049_N0208_R141_T13TDE_20190924T212124.SAFE,2019-09-24 18:02:55.253 UTC,18.1661
106826,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20190927T025549_N0208_R032_T50RKQ_20190927T063208.SAFE,2019-09-27 03:10:32.303 UTC,36.6189
108369,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180601T174909_N0206_R141_T13TDE_20180601T212135.SAFE,2018-06-01 17:54:18.34 UTC,9.3292
110748,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210926T025539_N0301_R032_T50RKQ_20210926T050709.SAFE,2021-09-26 03:10:30.694 UTC,6.7904
110907,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210930T174039_N0301_R098_T13TDE_20210930T213738.SAFE,2021-09-30 17:52:58.523 UTC,94.859
112005,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210916T025539_N0301_R032_T50RKQ_20210916T050239.SAFE,2021-09-16 03:10:28.243 UTC,0.5228
113687,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20211129T174659_N0301_R098_T13TDE_20211129T195128.SAFE,2021-11-29 17:52:54.643 UTC,4.7651
115013,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210730T174911_N0301_R141_T13TDE_20210730T214403.SAFE,2021-07-30 18:02:58.733 UTC,19.6803
115640,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210707T182919_N0301_R027_T11SPB_20210707T221214.SAFE,2021-07-07 18:43:56.097 UTC,7.7212
115824,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210707T182919_N0301_R027_T11SPB_20210707T221214.SAFE,2021-07-07 18:43:56.097 UTC,7.7212
116565,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20191105T174521_N0208_R098_T13TDE_20191105T211509.SAFE,2019-11-05 17:53:01.914 UTC,15.2692
117245,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191107T182551_N0208_R127_T11SPB_20191107T201530.SAFE,2019-11-07 18:34:01.033 UTC,0.7259
118615,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180426T181921_N0206_R127_T11SPB_20180426T215711.SAFE,2018-04-26 18:25:37.67 UTC,44.4815
119423,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190429T182929_N0207_R027_T11SPB_20190429T221950.SAFE,2019-04-29 18:44:01 UTC,97.9355
119653,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190416T181929_N0207_R127_T11SPB_20190416T214925.SAFE,2019-04-16 18:33:57 UTC,99.8936
119997,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20190430T025549_N0207_R032_T50RKQ_20190430T063155.SAFE,2019-04-30 03:10:39 UTC,99.7839
120213,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190417T174919_N0207_R141_T13TDE_20190417T212225.SAFE,2019-04-17 18:03:01 UTC,70.2985
120718,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20160609T025552_N0202_R032_T50RKQ_20160609T030511.SAFE,2016-06-09 03:05:11 UTC,84.5272
121818,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20200209T025851_N0209_R032_T50RKQ_20200209T055853.SAFE,2020-02-09 03:10:24.511 UTC,84.2962
123455,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161120T175252_N0204_R098_T13TDE_20161120T175253.SAFE,2016-11-20 17:52:53.46 UTC,32.1674
123544,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20161122T182702_N0204_R127_T11SPB_20161122T182802.SAFE,2016-11-22 18:28:02.4 UTC,11.4395
124107,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210814T174909_N0301_R141_T13TDE_20210814T210315.SAFE,2021-08-14 18:02:55.604 UTC,11.0478
125717,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20221017T182339_N0400_R127_T11SPB_20221017T203509.SAFE,2022-10-17 18:33:57.719 UTC,0.0067186240257995
129062,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230624T181919_N0509_R127_T11SPB_20230624T201839.SAFE,2023-06-24 18:34:02.647 UTC,5.63008749141509
129726,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20230618T025529_N0509_R032_T50RKQ_20230618T053505.SAFE,2023-06-18 03:10:36.891 UTC,83.0507330765326
129736,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230622T173909_N0509_R098_T13TDE_20230622T230224.SAFE,2023-06-22 17:53:02.855 UTC,0.0661665313350015
132255,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20201020T174351_N0209_R098_T13TDE_20201020T213055.SAFE,2020-10-20 17:53:04.517 UTC,93.3483
132677,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20201001T025549_N0209_R032_T50RKQ_20201001T053341.SAFE,2020-10-01 03:10:35.422 UTC,84.7316
134065,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170703T175259_N0205_R098_T13TDE_20170703T175256.SAFE,2017-07-03 17:52:56.46 UTC,36.2491
134445,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170713T173909_N0205_R098_T13TDE_20170713T174714.SAFE,2017-07-13 17:47:14.12 UTC,0.0145
134973,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170721T180251_N0205_R141_T13TDE_20170721T180252.SAFE,2017-07-21 18:02:52.46 UTC,30.4563
135064,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20170724T025551_N0205_R032_T50RKQ_20170724T030446.SAFE,2017-07-24 03:04:46.62 UTC,3.3904
135274,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170728T175301_N0205_R098_T13TDE_20170728T175256.SAFE,2017-07-28 17:52:56.46 UTC,8.9759
136045,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220421T174859_N0400_R141_T13TDE_20220421T212018.SAFE,2022-04-21 18:02:50.356 UTC,0.0760249634208248
138151,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20171121T030011_N0206_R032_T50RKQ_20171121T081729.SAFE,2017-11-21 03:09:14.63 UTC,99.9649
138827,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20171130T184321_N0206_R027_T11SPB_20171130T201251.SAFE,2017-11-30 18:43:24.46 UTC,20.4947
141783,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200403T182919_N0209_R027_T11SPB_20200403T220245.SAFE,2020-04-03 18:43:51.517 UTC,89.5997
142828,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200423T173911_N0209_R098_T13TDE_20200423T224336.SAFE,2020-04-23 17:53:00.667 UTC,96.7987
