station,valid,tmpf,dwpf,relh,feel,sknt,sped,alti,mslp,drct,ice_accretion_1hr,p01m,vsby,gust,skyc1,peak_wind_gust,snowdepth
BDU,2021-12-11 18:35,41.00,3.20,20.22,41.00,0.00,0.00,29.92,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 18:55,44.60,1.40,16.20,41.36,5.00,5.75,29.89,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 19:15,42.80,1.40,17.36,41.03,3.00,3.45,29.88,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 19:35,46.40,3.20,16.45,45.15,3.00,3.45,29.86,M,120.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 19:55,48.20,3.20,15.37,46.34,4.00,4.60,29.85,M,80.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 20:15,44.60,3.20,17.61,44.60,0.00,0.00,29.85,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 20:35,46.40,3.20,16.45,46.40,0.00,0.00,29.84,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 20:55,44.60,3.20,17.61,44.60,0.00,0.00,29.85,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 21:15,46.40,3.20,16.45,46.40,0.00,0.00,29.85,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 21:35,44.60,5.00,19.13,41.36,5.00,5.75,29.85,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 21:55,46.40,5.00,17.87,42.33,7.00,8.05,29.84,M,240.00,M,0.00,10.00,21.00,CLR,M,M
BDU,2021-12-11 22:15,50.00,5.00,15.61,50.00,5.00,5.75,29.85,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 22:35,48.20,5.00,16.70,44.07,8.00,9.20,29.86,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 22:55,46.40,5.00,17.87,41.85,8.00,9.20,29.86,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 23:15,44.60,5.00,19.13,38.04,12.00,13.80,29.86,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 23:35,42.80,5.00,20.50,36.51,10.00,11.50,29.85,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-11 23:55,41.00,6.80,23.85,35.75,7.00,8.05,29.85,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 00:15,41.00,6.80,23.85,36.37,6.00,6.90,29.85,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 00:35,41.00,8.60,25.87,41.00,0.00,0.00,29.86,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 00:55,41.00,8.60,25.87,41.00,0.00,0.00,29.86,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 01:15,41.00,8.60,25.87,41.00,0.00,0.00,29.87,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 01:35,37.40,8.60,29.77,33.73,4.00,4.60,29.87,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 01:55,35.60,10.40,34.65,30.67,5.00,5.75,29.86,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 02:15,37.40,8.60,29.77,34.86,3.00,3.45,29.87,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 02:35,37.40,8.60,29.77,37.40,0.00,0.00,29.88,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 02:55,37.40,10.40,32.27,33.73,4.00,4.60,29.87,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 03:15,37.40,10.40,32.27,31.36,7.00,8.05,29.87,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 03:35,37.40,10.40,32.27,34.86,3.00,3.45,29.87,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 03:55,35.60,10.40,34.65,32.80,3.00,3.45,29.87,M,150.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 04:15,33.80,12.20,40.32,33.80,0.00,0.00,29.88,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 04:35,33.80,10.40,37.22,30.75,3.00,3.45,29.87,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 04:55,33.80,12.20,40.32,30.75,3.00,3.45,29.87,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 05:15,35.60,12.20,37.53,32.80,3.00,3.45,29.87,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 05:35,35.60,12.20,37.53,30.67,5.00,5.75,29.87,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 05:55,33.80,12.20,40.32,33.80,0.00,0.00,29.86,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 06:15,33.80,14.00,43.65,30.75,3.00,3.45,29.86,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 06:35,35.60,12.20,37.53,35.60,0.00,0.00,29.86,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 06:55,35.60,12.20,37.53,32.80,3.00,3.45,29.86,M,170.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 07:15,32.00,14.00,46.92,32.00,0.00,0.00,29.85,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 07:35,32.00,14.00,46.92,27.42,4.00,4.60,29.84,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 07:55,33.80,14.00,43.65,33.80,0.00,0.00,29.84,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 08:15,35.60,15.80,43.95,31.62,4.00,4.60,29.83,M,40.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 08:35,35.60,15.80,43.95,35.60,0.00,0.00,29.83,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 08:55,32.00,14.00,46.92,26.40,5.00,5.75,29.84,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 09:15,32.00,12.20,43.34,32.00,0.00,0.00,29.84,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 09:35,32.00,14.00,46.92,32.00,0.00,0.00,29.85,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 09:55,32.00,12.20,43.34,27.42,4.00,4.60,29.84,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 10:15,32.00,12.20,43.34,27.42,4.00,4.60,29.84,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 10:35,32.00,12.20,43.34,32.00,0.00,0.00,29.84,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 10:55,32.00,12.20,43.34,28.69,3.00,3.45,29.83,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 11:15,32.00,12.20,43.34,32.00,0.00,0.00,29.84,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 11:35,32.00,12.20,43.34,32.00,0.00,0.00,29.83,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 11:55,32.00,10.40,40.01,32.00,0.00,0.00,29.82,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 12:15,32.00,10.40,40.01,26.40,5.00,5.75,29.83,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 12:35,32.00,10.40,40.01,27.42,4.00,4.60,29.82,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 12:55,35.60,12.20,37.53,28.55,8.00,9.20,29.82,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 13:15,35.60,12.20,37.53,30.67,5.00,5.75,29.82,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 13:35,37.40,12.20,34.96,31.36,7.00,8.05,29.82,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 13:55,33.80,12.20,40.32,29.52,4.00,4.60,29.83,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 14:15,32.00,12.20,43.34,32.00,0.00,0.00,29.83,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 14:35,32.00,12.20,43.34,28.69,3.00,3.45,29.83,M,80.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 14:55,53.60,8.60,16.10,53.60,20.00,23.00,29.82,M,230.00,M,0.00,10.00,26.00,CLR,M,M
BDU,2021-12-12 15:15,55.40,8.60,15.08,55.40,18.00,20.70,29.82,M,220.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-12 15:35,55.40,8.60,15.08,55.40,16.00,18.40,29.82,M,200.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2021-12-12 15:55,55.40,8.60,15.08,55.40,6.00,6.90,29.82,M,200.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2021-12-12 16:15,55.40,8.60,15.08,55.40,7.00,8.05,29.82,M,160.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-12 16:35,55.40,8.60,15.08,55.40,3.00,3.45,29.82,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 16:55,42.80,10.40,26.16,40.03,4.00,4.60,29.83,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 17:15,41.00,10.40,28.04,37.08,5.00,5.75,29.83,M,40.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 17:35,48.20,12.20,23.09,47.21,3.00,3.45,29.83,M,120.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 17:55,51.80,12.20,20.20,51.80,5.00,5.75,29.82,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 18:15,53.60,12.20,18.90,53.60,4.00,4.60,29.82,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 18:35,60.80,10.40,13.46,60.80,19.00,21.85,29.82,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-12 18:55,62.60,8.60,11.65,62.60,17.00,19.55,29.82,M,250.00,M,0.00,10.00,29.00,CLR,M,M
BDU,2021-12-12 19:15,62.60,10.40,12.63,62.60,15.00,17.25,29.81,M,260.00,M,0.00,10.00,33.00,CLR,M,M
BDU,2021-12-12 19:35,62.60,8.60,11.65,62.60,9.00,10.35,29.80,M,210.00,M,0.00,10.00,28.00,CLR,M,M
BDU,2021-12-12 19:55,64.40,8.60,10.94,64.40,7.00,8.05,29.80,M,240.00,M,0.00,10.00,22.00,CLR,M,M
BDU,2021-12-12 20:15,64.40,8.60,10.94,64.40,8.00,9.20,29.80,M,240.00,M,0.00,10.00,28.00,CLR,M,M
BDU,2021-12-12 20:35,64.40,8.60,10.94,64.40,22.00,25.30,29.80,M,280.00,M,0.00,10.00,29.00,CLR,M,M
BDU,2021-12-12 20:55,62.60,8.60,11.65,62.60,12.00,13.80,29.81,M,240.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-12 21:15,62.60,8.60,11.65,62.60,14.00,16.10,29.80,M,250.00,M,0.00,10.00,21.00,CLR,M,M
BDU,2021-12-12 21:35,62.60,8.60,11.65,62.60,16.00,18.40,29.82,M,220.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2021-12-12 21:55,62.60,8.60,11.65,62.60,16.00,18.40,29.82,M,230.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2021-12-12 22:15,60.80,8.60,12.42,60.80,16.00,18.40,29.83,M,200.00,M,0.00,10.00,23.00,CLR,M,M
BDU,2021-12-12 22:35,60.80,8.60,12.42,60.80,13.00,14.95,29.84,M,210.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2021-12-12 22:55,59.00,8.60,13.24,59.00,12.00,13.80,29.85,M,210.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2021-12-12 23:15,59.00,8.60,13.24,59.00,9.00,10.35,29.86,M,240.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2021-12-12 23:35,57.20,8.60,14.12,57.20,20.00,23.00,29.86,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-12 23:55,57.20,8.60,14.12,57.20,17.00,19.55,29.86,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-13 00:15,55.40,8.60,15.08,55.40,8.00,9.20,29.88,M,240.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2021-12-13 00:35,55.40,8.60,15.08,55.40,7.00,8.05,29.89,M,240.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-13 00:55,55.40,8.60,15.08,55.40,9.00,10.35,29.88,M,240.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2021-12-13 01:15,53.60,8.60,16.10,53.60,6.00,6.90,29.89,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 01:35,51.80,8.60,17.20,51.80,5.00,5.75,29.90,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 01:55,51.80,8.60,17.20,51.80,9.00,10.35,29.90,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 02:15,53.60,6.80,14.84,53.60,9.00,10.35,29.91,M,210.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2021-12-13 02:35,51.80,6.80,15.86,51.80,6.00,6.90,29.91,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 02:55,51.80,6.80,15.86,51.80,5.00,5.75,29.92,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 03:15,50.00,6.80,16.95,50.00,4.00,4.60,29.93,M,160.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 03:35,50.00,6.80,16.95,50.00,4.00,4.60,29.93,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 03:55,46.40,5.00,17.87,43.50,5.00,5.75,29.93,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 04:15,46.40,5.00,17.87,43.50,5.00,5.75,29.93,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 04:35,44.60,6.80,20.77,41.36,5.00,5.75,29.93,M,170.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 04:55,44.60,8.60,22.53,40.71,6.00,6.90,29.93,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 05:15,46.40,6.80,19.40,43.50,5.00,5.75,29.94,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 05:35,41.00,8.60,25.87,41.00,0.00,0.00,29.95,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 05:55,42.80,8.60,24.14,42.80,0.00,0.00,29.96,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 06:15,41.00,8.60,25.87,37.93,4.00,4.60,29.96,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 06:35,39.20,6.80,25.58,33.56,7.00,8.05,29.97,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 06:55,37.40,8.60,29.77,33.73,4.00,4.60,29.97,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 07:15,37.40,8.60,29.77,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 07:35,37.40,10.40,32.27,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 07:55,37.40,12.20,34.96,34.86,3.00,3.45,29.99,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 08:15,35.60,8.60,31.97,35.60,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 08:35,37.40,6.80,27.45,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 08:55,37.40,8.60,29.77,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 09:15,35.60,10.40,34.65,35.60,0.00,0.00,30.00,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 09:35,35.60,8.60,31.97,35.60,0.00,0.00,30.01,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 09:55,35.60,10.40,34.65,32.80,3.00,3.45,30.02,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 10:15,33.80,10.40,37.22,29.52,4.00,4.60,30.02,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 10:35,33.80,10.40,37.22,29.52,4.00,4.60,30.02,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 10:55,33.80,8.60,34.34,29.52,4.00,4.60,30.02,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 11:15,33.80,8.60,34.34,30.75,3.00,3.45,30.02,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 11:35,33.80,6.80,31.66,29.52,4.00,4.60,30.02,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 11:55,33.80,8.60,34.34,28.53,5.00,5.75,30.01,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 12:15,33.80,6.80,31.66,28.53,5.00,5.75,30.01,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 12:35,33.80,6.80,31.66,29.52,4.00,4.60,30.01,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 12:55,32.00,8.60,36.91,32.00,0.00,0.00,30.01,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 13:15,32.00,8.60,36.91,27.42,4.00,4.60,30.01,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 13:35,32.00,8.60,36.91,32.00,0.00,0.00,30.02,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 13:55,32.00,10.40,40.01,32.00,0.00,0.00,30.02,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 14:15,30.20,10.40,43.04,30.20,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 14:35,32.00,8.60,36.91,28.69,3.00,3.45,30.03,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 14:55,32.00,10.40,40.01,32.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 15:15,32.00,10.40,40.01,32.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 15:35,35.60,8.60,31.97,35.60,0.00,0.00,30.04,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 15:55,37.40,10.40,32.27,34.86,3.00,3.45,30.04,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 16:15,41.00,10.40,28.04,41.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 16:35,42.80,10.40,26.16,42.80,0.00,0.00,30.04,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 16:55,42.80,10.40,26.16,42.80,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 17:15,44.60,10.40,24.42,42.13,4.00,4.60,30.03,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 17:35,42.80,10.40,26.16,40.03,4.00,4.60,30.03,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 17:55,46.40,8.60,21.04,44.24,4.00,4.60,30.01,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 18:15,48.20,8.60,19.66,48.20,0.00,0.00,30.01,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 18:35,50.00,8.60,18.39,50.00,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 18:55,50.00,8.60,18.39,50.00,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 19:15,51.80,8.60,17.20,51.80,3.00,3.45,29.97,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 19:35,53.60,8.60,16.10,53.60,3.00,3.45,29.96,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 19:55,53.60,10.40,17.45,53.60,0.00,0.00,29.95,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 20:15,53.60,10.40,17.45,53.60,3.00,3.45,29.95,M,90.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 20:35,53.60,10.40,17.45,53.60,4.00,4.60,29.94,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 20:55,55.40,10.40,16.34,55.40,3.00,3.45,29.94,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 21:15,55.40,10.40,16.34,55.40,3.00,3.45,29.94,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 21:35,55.40,10.40,16.34,55.40,3.00,3.45,29.93,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 21:55,55.40,10.40,16.34,55.40,3.00,3.45,29.93,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 22:15,55.40,10.40,16.34,55.40,4.00,4.60,29.94,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 22:35,55.40,10.40,16.34,55.40,3.00,3.45,29.94,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 22:55,53.60,10.40,17.45,53.60,0.00,0.00,29.96,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 23:15,51.80,10.40,18.64,51.80,3.00,3.45,29.96,M,40.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 23:35,50.00,8.60,18.39,50.00,5.00,5.75,29.97,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-13 23:55,46.40,10.40,22.81,45.15,3.00,3.45,29.97,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 00:15,46.40,10.40,22.81,46.40,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 00:35,44.60,12.20,26.45,43.09,3.00,3.45,29.98,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 00:55,44.60,12.20,26.45,44.60,0.00,0.00,29.97,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 01:15,42.80,12.20,28.34,42.80,0.00,0.00,29.97,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 01:35,41.00,12.20,30.38,36.37,6.00,6.90,29.98,M,170.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 01:55,42.80,10.40,26.16,40.03,4.00,4.60,29.98,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 02:15,42.80,10.40,26.16,42.80,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 02:35,42.80,8.60,24.14,39.22,5.00,5.75,29.97,M,160.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 02:55,46.40,8.60,21.04,46.40,0.00,0.00,29.97,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 03:15,39.20,10.40,30.07,35.83,4.00,4.60,29.98,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 03:35,37.40,10.40,32.27,33.73,4.00,4.60,29.97,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 03:55,37.40,10.40,32.27,32.81,5.00,5.75,29.97,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 04:15,35.60,10.40,34.65,31.62,4.00,4.60,29.97,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 04:35,37.40,10.40,32.27,37.40,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 04:55,37.40,12.20,34.96,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 05:15,37.40,12.20,34.96,37.40,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 05:35,35.60,12.20,37.53,35.60,0.00,0.00,29.99,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 05:55,37.40,12.20,34.96,34.86,3.00,3.45,29.99,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 06:15,35.60,12.20,37.53,35.60,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 06:35,35.60,12.20,37.53,35.60,0.00,0.00,29.98,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 06:55,33.80,12.20,40.32,30.75,3.00,3.45,29.97,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 07:15,35.60,12.20,37.53,32.80,3.00,3.45,29.97,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 07:35,33.80,14.00,43.65,28.53,5.00,5.75,29.97,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 07:55,35.60,12.20,37.53,32.80,3.00,3.45,29.97,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 08:15,35.60,12.20,37.53,35.60,0.00,0.00,29.96,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 08:35,33.80,14.00,43.65,33.80,0.00,0.00,29.97,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 08:55,35.60,12.20,37.53,31.62,4.00,4.60,29.96,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 09:15,33.80,14.00,43.65,30.75,3.00,3.45,29.96,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 09:35,32.00,15.80,50.75,27.42,4.00,4.60,29.96,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 09:55,33.80,14.00,43.65,33.80,0.00,0.00,29.95,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 10:15,33.80,14.00,43.65,29.52,4.00,4.60,29.94,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 10:35,33.80,12.20,40.32,30.75,3.00,3.45,29.93,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 10:55,33.80,12.20,40.32,33.80,0.00,0.00,29.93,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 11:15,33.80,12.20,40.32,29.52,4.00,4.60,29.93,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 11:35,33.80,12.20,40.32,29.52,4.00,4.60,29.93,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 11:55,32.00,12.20,43.34,28.69,3.00,3.45,29.94,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 12:15,32.00,17.60,54.87,27.42,4.00,4.60,29.93,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 12:35,32.00,15.80,50.75,27.42,4.00,4.60,29.92,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-14 12:55,33.80,12.20,40.32,33.80,0.00,0.00,29.91,M,0.00,M,0.00,10.00,M,CLR,M,M
