station,valid,tmpf,dwpf,relh,feel,sknt,sped,alti,mslp,drct,ice_accretion_1hr,p01m,vsby,gust,skyc1,peak_wind_gust,snowdepth
BDU,2021-12-01 00:15,60.80,8.60,12.42,60.80,11.00,12.65,29.99,M,260.00,M,0.00,10.00,21.00,CLR,M,M
BDU,2021-12-01 00:35,62.60,5.00,9.90,62.60,23.00,26.45,29.99,M,260.00,M,0.00,10.00,29.00,CLR,M,M
BDU,2021-12-01 00:55,60.80,8.60,12.42,60.80,6.00,6.90,30.01,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 01:15,59.00,12.20,15.55,59.00,5.00,5.75,30.01,M,40.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2021-12-01 01:35,48.20,23.00,36.78,44.07,8.00,9.20,30.04,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 01:55,46.40,23.00,39.36,43.50,5.00,5.75,30.06,M,30.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 02:15,44.60,26.60,48.96,43.09,3.00,3.45,30.07,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 02:35,44.60,26.60,48.96,44.60,0.00,0.00,30.08,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 02:55,44.60,26.60,48.96,44.60,0.00,0.00,30.07,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 03:15,44.60,26.60,48.96,41.36,5.00,5.75,30.08,M,30.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 03:35,46.40,21.20,36.48,42.87,6.00,6.90,30.08,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 03:55,55.40,8.60,15.08,55.40,11.00,12.65,30.08,M,270.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2021-12-01 04:15,59.00,8.60,13.24,59.00,24.00,27.60,30.09,M,270.00,M,0.00,10.00,31.00,CLR,M,M
BDU,2021-12-01 04:35,59.00,10.40,14.35,59.00,23.00,26.45,30.09,M,260.00,M,0.00,10.00,32.00,CLR,M,M
BDU,2021-12-01 04:55,59.00,12.20,15.55,59.00,26.00,29.90,30.09,M,270.00,M,0.00,10.00,34.00,CLR,M,M
BDU,2021-12-01 05:15,59.00,12.20,15.55,59.00,19.00,21.85,30.09,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-01 05:35,59.00,14.00,16.83,59.00,17.00,19.55,30.10,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2021-12-01 05:55,59.00,15.80,18.20,59.00,16.00,18.40,30.10,M,280.00,M,0.00,10.00,27.00,CLR,M,M
BDU,2021-12-01 06:15,59.00,14.00,16.83,59.00,11.00,12.65,30.11,M,280.00,M,0.00,10.00,23.00,CLR,M,M
BDU,2021-12-01 06:35,57.20,14.00,17.95,57.20,11.00,12.65,30.11,M,290.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2021-12-01 06:55,55.40,15.80,20.73,55.40,10.00,11.50,30.11,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 07:15,55.40,15.80,20.73,55.40,7.00,8.05,30.10,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 07:35,55.40,17.60,22.41,55.40,7.00,8.05,30.09,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 07:55,55.40,15.80,20.73,55.40,3.00,3.45,30.09,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 08:15,55.40,15.80,20.73,55.40,5.00,5.75,30.08,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 08:35,55.40,17.60,22.41,55.40,8.00,9.20,30.08,M,270.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2021-12-01 08:55,57.20,17.60,20.99,57.20,15.00,17.25,30.08,M,260.00,M,0.00,10.00,22.00,CLR,M,M
BDU,2021-12-01 09:15,57.20,17.60,20.99,57.20,11.00,12.65,30.08,M,250.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2021-12-01 09:35,55.40,17.60,22.41,55.40,6.00,6.90,30.08,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 09:55,55.40,19.40,24.21,55.40,11.00,12.65,30.08,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 10:15,57.20,19.40,22.68,57.20,10.00,11.50,30.09,M,250.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-01 10:35,55.40,19.40,24.21,55.40,4.00,4.60,30.09,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 10:55,50.00,19.40,29.52,50.00,5.00,5.75,30.09,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 11:15,50.00,19.40,29.52,50.00,6.00,6.90,30.09,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 11:35,46.40,21.20,36.48,44.24,4.00,4.60,30.09,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 11:55,44.60,21.20,39.06,40.71,6.00,6.90,30.10,M,70.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 12:15,42.80,21.20,41.84,38.54,6.00,6.90,30.10,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 12:35,44.60,21.20,39.06,44.60,0.00,0.00,30.10,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 12:55,42.80,23.00,45.14,42.80,0.00,0.00,30.11,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 13:15,42.80,21.20,41.84,38.54,6.00,6.90,30.12,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 13:35,41.00,21.20,44.85,38.98,3.00,3.45,30.12,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 13:55,41.00,21.20,44.85,37.93,4.00,4.60,30.13,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 14:15,41.00,21.20,44.85,38.98,3.00,3.45,30.13,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 14:35,41.00,21.20,44.85,41.00,0.00,0.00,30.13,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 14:55,41.00,23.00,48.39,41.00,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 15:15,42.80,23.00,45.14,42.80,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 15:35,46.40,23.00,39.36,46.40,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 15:55,46.40,23.00,39.36,46.40,0.00,0.00,30.15,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 16:15,46.40,23.00,39.36,46.40,0.00,0.00,30.15,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 16:35,50.00,24.80,37.08,50.00,0.00,0.00,30.16,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 16:55,55.40,24.80,30.40,55.40,0.00,0.00,30.16,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 17:15,55.40,26.60,32.76,55.40,4.00,4.60,30.16,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 17:35,60.80,26.60,26.98,60.80,3.00,3.45,30.16,M,90.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 17:55,64.40,26.60,23.77,64.40,0.00,0.00,30.15,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 18:15,68.00,24.80,19.47,68.00,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 18:35,71.60,26.60,18.55,71.60,4.00,4.60,30.14,M,150.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 18:55,71.60,24.80,17.22,71.60,6.00,6.90,30.13,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 19:15,69.80,24.80,18.30,69.80,13.00,14.95,30.12,M,230.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2021-12-01 19:35,69.80,24.80,18.30,69.80,12.00,13.80,30.11,M,230.00,M,0.00,10.00,22.00,CLR,M,M
BDU,2021-12-01 19:55,69.80,24.80,18.30,69.80,12.00,13.80,30.11,M,230.00,M,0.00,10.00,21.00,CLR,M,M
BDU,2021-12-01 20:15,69.80,26.60,19.72,69.80,13.00,14.95,30.11,M,240.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2021-12-01 20:35,69.80,24.80,18.30,69.80,11.00,12.65,30.11,M,250.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-01 20:55,69.80,24.80,18.30,69.80,13.00,14.95,30.11,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 21:15,71.60,24.80,17.22,71.60,7.00,8.05,30.11,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 21:35,71.60,24.80,17.22,71.60,8.00,9.20,30.11,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 21:55,69.80,24.80,18.30,69.80,11.00,12.65,30.13,M,240.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2021-12-01 22:15,69.80,24.80,18.30,69.80,12.00,13.80,30.13,M,230.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2021-12-01 22:35,69.80,26.60,19.72,69.80,10.00,11.50,30.14,M,240.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2021-12-01 22:55,68.00,26.60,20.98,68.00,9.00,10.35,30.15,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 23:15,66.20,26.60,22.33,66.20,7.00,8.05,30.15,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 23:35,64.40,26.60,23.77,64.40,8.00,9.20,30.15,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-01 23:55,62.60,26.60,25.32,62.60,10.00,11.50,30.15,M,240.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-02 00:15,62.60,26.60,25.32,62.60,6.00,6.90,30.15,M,260.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-02 00:35,62.60,26.60,25.32,62.60,12.00,13.80,30.14,M,250.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2021-12-02 00:55,62.60,26.60,25.32,62.60,15.00,17.25,30.14,M,250.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2021-12-02 01:15,62.60,24.80,23.50,62.60,21.00,24.15,30.12,M,260.00,M,0.00,10.00,29.00,CLR,M,M
BDU,2021-12-02 01:35,62.60,23.00,21.79,62.60,13.00,14.95,30.13,M,250.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2021-12-02 01:55,62.60,23.00,21.79,62.60,11.00,12.65,30.14,M,230.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2021-12-02 02:15,62.60,24.80,23.50,62.60,12.00,13.80,30.13,M,250.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2021-12-02 02:35,62.60,23.00,21.79,62.60,10.00,11.50,30.14,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 02:55,62.60,23.00,21.79,62.60,15.00,17.25,30.12,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 03:15,62.60,21.20,20.20,62.60,5.00,5.75,30.13,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 03:35,60.80,21.20,21.53,60.80,8.00,9.20,30.13,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 03:55,62.60,21.20,20.20,62.60,9.00,10.35,30.14,M,260.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2021-12-02 04:15,62.60,21.20,20.20,62.60,11.00,12.65,30.14,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 04:35,62.60,21.20,20.20,62.60,7.00,8.05,30.14,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 04:55,60.80,23.00,23.23,60.80,6.00,6.90,30.14,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 05:15,62.60,23.00,21.79,62.60,10.00,11.50,30.15,M,250.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2021-12-02 05:35,60.80,23.00,23.23,60.80,7.00,8.05,30.15,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 05:55,60.80,21.20,21.53,60.80,10.00,11.50,30.15,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 06:15,60.80,21.20,21.53,60.80,6.00,6.90,30.15,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 06:35,59.00,21.20,22.95,59.00,4.00,4.60,30.16,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 06:55,60.80,21.20,21.53,60.80,7.00,8.05,30.16,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 07:15,59.00,21.20,22.95,59.00,4.00,4.60,30.16,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 07:35,60.80,19.40,19.94,60.80,8.00,9.20,30.15,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 07:55,60.80,19.40,19.94,60.80,6.00,6.90,30.15,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 08:15,59.00,21.20,22.95,59.00,0.00,0.00,30.15,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 08:35,60.80,19.40,19.94,60.80,8.00,9.20,30.15,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 08:55,60.80,19.40,19.94,60.80,6.00,6.90,30.15,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 09:15,60.80,19.40,19.94,60.80,7.00,8.05,30.14,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 09:35,60.80,17.60,18.46,60.80,7.00,8.05,30.14,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 09:55,60.80,17.60,18.46,60.80,10.00,11.50,30.14,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 10:15,60.80,17.60,18.46,60.80,3.00,3.45,30.14,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 10:35,59.00,17.60,19.68,59.00,5.00,5.75,30.14,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 10:55,60.80,15.80,17.07,60.80,7.00,8.05,30.13,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 11:15,50.00,17.60,27.33,50.00,0.00,0.00,30.13,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 11:35,53.60,14.00,20.46,53.60,3.00,3.45,30.13,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 11:55,50.00,14.00,23.37,50.00,0.00,0.00,30.12,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 12:15,50.00,14.00,23.37,50.00,0.00,0.00,30.12,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 12:35,46.40,14.00,26.75,44.24,4.00,4.60,30.13,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 12:55,44.60,17.60,33.49,41.36,5.00,5.75,30.13,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 13:15,44.60,19.40,36.18,42.13,4.00,4.60,30.13,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 13:35,46.40,17.60,31.28,46.40,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 13:55,44.60,19.40,36.18,44.60,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 14:15,44.60,19.40,36.18,44.60,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 14:35,44.60,19.40,36.18,42.13,4.00,4.60,30.15,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 14:55,48.20,19.40,31.57,47.21,3.00,3.45,30.15,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 15:15,50.00,19.40,29.52,50.00,3.00,3.45,30.15,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 15:35,51.80,19.40,27.62,51.80,0.00,0.00,30.15,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 15:55,53.60,21.20,27.91,53.60,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 16:15,57.20,21.20,24.49,57.20,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 16:35,60.80,19.40,19.94,60.80,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 16:55,62.60,17.60,17.32,62.60,0.00,0.00,30.13,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 17:15,64.40,19.40,17.56,64.40,3.00,3.45,30.13,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 17:35,64.40,17.60,16.26,64.40,4.00,4.60,30.13,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 17:55,64.40,21.20,18.96,64.40,5.00,5.75,30.13,M,30.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 18:15,64.40,19.40,17.56,64.40,7.00,8.05,30.12,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 18:35,62.60,19.40,18.71,62.60,6.00,6.90,30.11,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 18:55,64.40,21.20,18.96,64.40,0.00,0.00,30.10,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 19:15,64.40,21.20,18.96,64.40,0.00,0.00,30.08,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 19:35,68.00,19.40,15.50,68.00,0.00,0.00,30.07,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 19:55,68.00,19.40,15.50,68.00,4.00,4.60,30.07,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 20:15,68.00,19.40,15.50,68.00,4.00,4.60,30.06,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 20:35,69.80,19.40,14.57,69.80,3.00,3.45,30.05,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 20:55,69.80,19.40,14.57,69.80,3.00,3.45,30.04,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 21:15,69.80,21.20,15.73,69.80,0.00,0.00,30.04,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 21:35,69.80,21.20,15.73,69.80,3.00,3.45,30.03,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 21:55,69.80,21.20,15.73,69.80,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 22:15,69.80,21.20,15.73,69.80,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 22:35,68.00,21.20,16.74,68.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 22:55,68.00,19.40,15.50,68.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 23:15,64.40,19.40,17.56,64.40,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 23:35,62.60,19.40,18.71,62.60,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-02 23:55,60.80,19.40,19.94,60.80,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 00:15,59.00,21.20,22.95,59.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 00:35,57.20,21.20,24.49,57.20,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 00:55,55.40,21.20,26.13,55.40,3.00,3.45,30.03,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 01:15,55.40,19.40,24.21,55.40,3.00,3.45,30.03,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 01:35,53.60,19.40,25.85,53.60,4.00,4.60,30.03,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 01:55,55.40,19.40,24.21,55.40,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 02:15,51.80,19.40,27.62,51.80,0.00,0.00,30.04,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 02:35,51.80,19.40,27.62,51.80,4.00,4.60,30.04,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 02:55,55.40,17.60,22.41,55.40,5.00,5.75,30.05,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 03:15,55.40,19.40,24.21,55.40,3.00,3.45,30.05,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 03:35,53.60,19.40,25.85,53.60,0.00,0.00,30.05,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 03:55,55.40,19.40,24.21,55.40,0.00,0.00,30.05,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 04:15,51.80,19.40,27.62,51.80,0.00,0.00,30.05,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 04:35,51.80,19.40,27.62,51.80,0.00,0.00,30.06,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 04:55,51.80,19.40,27.62,51.80,3.00,3.45,30.05,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 05:15,57.20,19.40,22.68,57.20,5.00,5.75,30.05,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 05:35,55.40,19.40,24.21,55.40,4.00,4.60,30.05,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 05:55,59.00,19.40,21.26,59.00,5.00,5.75,30.05,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 06:15,57.20,19.40,22.68,57.20,0.00,0.00,30.05,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 06:35,55.40,19.40,24.21,55.40,5.00,5.75,30.05,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 06:55,57.20,19.40,22.68,57.20,0.00,0.00,30.05,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 07:15,55.40,19.40,24.21,55.40,0.00,0.00,30.04,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 07:35,55.40,19.40,24.21,55.40,8.00,9.20,30.03,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 07:55,55.40,19.40,24.21,55.40,7.00,8.05,30.03,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 08:15,59.00,19.40,21.26,59.00,8.00,9.20,30.03,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 08:35,60.80,19.40,19.94,60.80,7.00,8.05,30.01,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 08:55,59.00,19.40,21.26,59.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 09:15,59.00,19.40,21.26,59.00,0.00,0.00,30.03,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 09:35,42.80,19.40,38.75,38.54,6.00,6.90,30.05,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 09:55,41.00,19.40,41.54,34.25,10.00,11.50,30.06,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 10:15,44.60,19.40,36.18,40.14,7.00,8.05,30.07,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 10:35,46.40,19.40,33.79,43.50,5.00,5.75,30.07,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 10:55,46.40,19.40,33.79,45.15,3.00,3.45,30.07,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 11:15,46.40,19.40,33.79,45.15,3.00,3.45,30.07,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 11:35,46.40,19.40,33.79,44.24,4.00,4.60,30.09,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 11:55,41.00,19.40,41.54,35.75,7.00,8.05,30.13,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 12:15,37.40,21.20,51.61,31.36,7.00,8.05,30.17,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 12:35,35.60,19.40,51.33,30.67,5.00,5.75,30.18,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 12:55,41.00,19.40,41.54,38.98,3.00,3.45,30.20,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 13:15,39.20,21.20,48.10,39.20,0.00,0.00,30.22,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 13:35,37.40,21.20,51.61,34.86,3.00,3.45,30.23,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 13:55,37.40,21.20,51.61,37.40,0.00,0.00,30.24,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 14:15,37.40,23.00,55.68,37.40,0.00,0.00,30.24,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 14:35,37.40,24.80,60.04,34.86,3.00,3.45,30.24,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 14:55,39.20,23.00,51.89,36.92,3.00,3.45,30.24,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 15:15,41.00,21.20,44.85,38.98,3.00,3.45,30.24,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 15:35,41.00,21.20,44.85,41.00,0.00,0.00,30.24,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 15:55,44.60,24.80,45.44,42.13,4.00,4.60,30.24,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 16:15,44.60,28.40,52.72,42.13,4.00,4.60,30.24,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 16:35,46.40,28.40,49.24,45.15,3.00,3.45,30.22,M,170.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 16:55,46.40,28.40,49.24,45.15,3.00,3.45,30.21,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 17:15,50.00,28.40,43.03,50.00,3.00,3.45,30.20,M,170.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 17:35,50.00,26.60,39.95,50.00,3.00,3.45,30.20,M,160.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 17:55,50.00,26.60,39.95,50.00,3.00,3.45,30.18,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 18:15,51.80,26.60,37.38,51.80,4.00,4.60,30.16,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2021-12-03 18:35,53.60,28.40,37.67,53.60,4.00,4.60,30.14,M,130.00,M,0.00,10.00,M,CLR,M,M
